selection_seed,audit_id,case_family,family_rank,step_id,problem_id,output_id,pair_id,pair_transition_automated,condition,run_id,placebo_order,placebo_step_index,generator_status,visible_tokens,judge_label,judge_reason,prior_audit_id,prior_human_label
20260723,QE023,generic_restart,1,prm-dfdb549c682c7822,problem-44174d8b3df5f07b,prm-dfdb549c682c7822|run3|deleted,prm-dfdb549c682c7822|run3,wrong_to_correct,target_delete,3,,,completed,206,1,The candidate answer matches the reference answer.,,
20260723,QE024,generic_restart,1,prm-dfdb549c682c7822,problem-44174d8b3df5f07b,prm-dfdb549c682c7822|run2|control,prm-dfdb549c682c7822|run2,wrong_to_correct,control,2,,,completed,99,0,"The equation $2^{2x} = 256^{1/2}$ simplifies to $2^{2x} = 16$, so $2x = 4$ and $x = 2$. The candidate answer is 1, which is incorrect.",,
20260723,QE025,negative_anchor,1,prm-2413c903941648a5,problem-118be303d7abffbe,prm-2413c903941648a5|run4|deleted,prm-2413c903941648a5|run4,wrong_to_correct,target_delete,4,,,completed,742,1,The candidate answer is mathematically equivalent to the reference answer.,,
20260723,QE026,stable_correct_harmed,2,prm-ab1c7130781f0c6b,problem-d699cb734c33a748,prm-ab1c7130781f0c6b|run3|control,prm-ab1c7130781f0c6b|run3,correct_to_wrong,control,3,,,completed,400,1,The candidate answer matches the reference answer.,,
20260723,QE027,stable_correct_harmed,1,prm-0700321e0038e3d1,problem-3d1f09ed5cfd53dc,prm-0700321e0038e3d1|run2|control,prm-0700321e0038e3d1|run2,correct_to_wrong,control,2,,,completed,162,1,The candidate answer matches the reference answer.,,
20260723,QE028,negative_anchor,3,prm-77fc0b169d8585bc,problem-dedb35fff0a06a5e,prm-77fc0b169d8585bc|run3|control,prm-77fc0b169d8585bc|run3,wrong_to_correct,control,3,,,completed,209,0,The candidate answer is incorrect. The correct number of interior points is 63.,,
20260723,QE029,negative_anchor,1,prm-2413c903941648a5,problem-118be303d7abffbe,prm-2413c903941648a5|placebo3|step13,,,placebo_delete,P3,3,13,completed,158,0,The candidate answer does not match the reference answer.,,
20260723,QE030,negative_anchor,2,prm-3fb0a1041b0e6522,problem-d1c9cde932510127,prm-3fb0a1041b0e6522|run1|deleted,prm-3fb0a1041b0e6522|run1,wrong_to_correct,target_delete,1,,,completed,100,1,The candidate answer matches the reference answer.,,
20260723,QE031,stable_correct_harmed,1,prm-0700321e0038e3d1,problem-3d1f09ed5cfd53dc,prm-0700321e0038e3d1|run1|deleted,prm-0700321e0038e3d1|run1,correct_to_wrong,target_delete,1,,,completed,106,0,"The candidate answer is not a numerical value, and the reference answer is 83.",,
20260723,QE032,generic_restart,2,prm-2f5e5f1e6dacb0f7,problem-ded0ffd3643d0130,prm-2f5e5f1e6dacb0f7|run2|deleted,prm-2f5e5f1e6dacb0f7|run2,wrong_to_correct,target_delete,2,,,completed,86,1,The candidate answer matches the reference answer.,,
20260723,QE033,negative_anchor,1,prm-2413c903941648a5,problem-118be303d7abffbe,prm-2413c903941648a5|run3|control,prm-2413c903941648a5|run3,wrong_to_correct,control,3,,,completed,664,0,The candidate answer is not mathematically equivalent to the reference answer.,,
20260723,QE034,negative_anchor,2,prm-3fb0a1041b0e6522,problem-d1c9cde932510127,prm-3fb0a1041b0e6522|run1|control,prm-3fb0a1041b0e6522|run1,wrong_to_correct,control,1,,,completed,74,0,"The candidate answer is incorrect; the remainder of 2004 divided by 12 is 0, not 4.",,
20260723,QE035,negative_anchor,3,prm-77fc0b169d8585bc,problem-dedb35fff0a06a5e,prm-77fc0b169d8585bc|placebo1|step10,,,placebo_delete,P1,1,10,completed,159,0,"The candidate answer is 32, but the reference answer is 63. The candidate answer is incorrect.",,
20260723,QE036,negative_anchor,3,prm-77fc0b169d8585bc,problem-dedb35fff0a06a5e,prm-77fc0b169d8585bc|run2|control,prm-77fc0b169d8585bc|run2,wrong_to_correct,control,2,,,completed,203,0,"The reference answer is 63, but the candidate answer is 35. The correct number of interior points in the rectangle is calculated as (5-1)*(4-1) = 4*3 = 12 for the interior, but the actual region is from -5 to 5 in x and -4 to 4 in y, giving (10-1)*(8-1) = 9*7 = 63.",,
20260723,QE037,stable_correct_harmed,2,prm-ab1c7130781f0c6b,problem-d699cb734c33a748,prm-ab1c7130781f0c6b|run2|control,prm-ab1c7130781f0c6b|run2,correct_to_wrong,control,2,,,completed,343,1,The candidate answer matches the reference answer.,,
20260723,QE038,stable_correct_harmed,1,prm-0700321e0038e3d1,problem-3d1f09ed5cfd53dc,prm-0700321e0038e3d1|run3|control,prm-0700321e0038e3d1|run3,correct_to_wrong,control,3,,,completed,162,1,The candidate answer matches the reference answer.,,
20260723,QE039,stable_correct_harmed,2,prm-ab1c7130781f0c6b,problem-d699cb734c33a748,prm-ab1c7130781f0c6b|run3|deleted,prm-ab1c7130781f0c6b|run3,correct_to_wrong,target_delete,3,,,completed,101,0,"Candidate answer is incorrect. The correct answer is 36 seconds, but the candidate answer is 180 seconds.",,
20260723,QE040,negative_anchor,3,prm-77fc0b169d8585bc,problem-dedb35fff0a06a5e,prm-77fc0b169d8585bc|run1|control,prm-77fc0b169d8585bc|run1,wrong_to_correct,control,1,,,completed,181,0,The candidate answer does not match the reference answer.,,
20260723,QE041,stable_correct_harmed,1,prm-0700321e0038e3d1,problem-3d1f09ed5cfd53dc,prm-0700321e0038e3d1|run2|deleted,prm-0700321e0038e3d1|run2,correct_to_wrong,target_delete,2,,,completed,106,0,The candidate answer is not mathematically equivalent to the reference answer.,,
20260723,QE042,negative_anchor,3,prm-77fc0b169d8585bc,problem-dedb35fff0a06a5e,prm-77fc0b169d8585bc|run2|deleted,prm-77fc0b169d8585bc|run2,wrong_to_correct,target_delete,2,,,completed,240,1,The candidate answer matches the reference answer.,,
20260723,QE043,negative_anchor,1,prm-2413c903941648a5,problem-118be303d7abffbe,prm-2413c903941648a5|run1|deleted,prm-2413c903941648a5|run1,wrong_to_correct,target_delete,1,,,completed,638,1,The candidate answer matches the reference answer.,,
20260723,QE044,generic_restart,2,prm-2f5e5f1e6dacb0f7,problem-ded0ffd3643d0130,prm-2f5e5f1e6dacb0f7|run1|deleted,prm-2f5e5f1e6dacb0f7|run1,wrong_to_correct,target_delete,1,,,completed,86,1,The sum $1 + 2 + 3 + 4 + 5 + 6 + 7 + 8 + 9 + 10 = 55$. The remainder when 55 is divided by 9 is 1.,,
20260723,QE045,generic_restart,1,prm-dfdb549c682c7822,problem-44174d8b3df5f07b,prm-dfdb549c682c7822|run4|deleted,prm-dfdb549c682c7822|run4,wrong_to_correct,target_delete,4,,,completed,206,1,"The solution to the equation gives x = 2, which matches the reference answer.",,
20260723,QE046,stable_correct_harmed,1,prm-0700321e0038e3d1,problem-3d1f09ed5cfd53dc,prm-0700321e0038e3d1|run4|control,prm-0700321e0038e3d1|run4,correct_to_wrong,control,4,,,completed,162,1,The candidate answer matches the reference answer.,,
20260723,QE047,negative_anchor,1,prm-2413c903941648a5,problem-118be303d7abffbe,prm-2413c903941648a5|run2|control,prm-2413c903941648a5|run2,wrong_to_correct,control,2,,,completed,932,0,"The candidate answer is incorrect; the correct answer is $\frac{13}{6}$, not $\boxed{\dfrac{169}{36}}$.",JA090,Incorrect
20260723,QE048,generic_restart,1,prm-dfdb549c682c7822,problem-44174d8b3df5f07b,prm-dfdb549c682c7822|placebo1|step0,,,placebo_delete,P1,1,0,completed,196,1,Both answers are mathematically equivalent.,,
20260723,QE049,generic_restart,2,prm-2f5e5f1e6dacb0f7,problem-ded0ffd3643d0130,prm-2f5e5f1e6dacb0f7|placebo1|step3,,,placebo_delete,P1,1,3,completed,279,1,The candidate answer is algebraically equivalent to the reference answer.,,
20260723,QE050,generic_restart,1,prm-dfdb549c682c7822,problem-44174d8b3df5f07b,prm-dfdb549c682c7822|run2|deleted,prm-dfdb549c682c7822|run2,wrong_to_correct,target_delete,2,,,completed,206,1,The candidate answer is mathematically equivalent to the reference answer.,,
20260723,QE051,generic_restart,2,prm-2f5e5f1e6dacb0f7,problem-ded0ffd3643d0130,prm-2f5e5f1e6dacb0f7|run4|control,prm-2f5e5f1e6dacb0f7|run4,wrong_to_correct,control,4,,,completed,102,0,The candidate answer does not match the reference answer.,,
20260723,QE052,stable_correct_harmed,2,prm-ab1c7130781f0c6b,problem-d699cb734c33a748,prm-ab1c7130781f0c6b|run4|deleted,prm-ab1c7130781f0c6b|run4,correct_to_wrong,target_delete,4,,,completed,101,0,"The candidate answer is incorrect. The correct answer is 36, not 180.",,
20260723,QE053,negative_anchor,2,prm-3fb0a1041b0e6522,problem-d1c9cde932510127,prm-3fb0a1041b0e6522|placebo1|step1,,,placebo_delete,P1,1,1,completed,73,0,"The remainder of 2004 divided by 12 is 0, not 4.",,
20260723,QE054,high_rated_redundant_ambiguity,1,prm-fa241fc7e4a6f419,problem-1a7c478bb9ae0d78,prm-fa241fc7e4a6f419|run1|control,prm-fa241fc7e4a6f419|run1,correct_to_wrong,control,1,,,completed,67,1,The candidate answer matches the reference answer.,,
20260723,QE055,stable_correct_harmed,2,prm-ab1c7130781f0c6b,problem-d699cb734c33a748,prm-ab1c7130781f0c6b|run4|control,prm-ab1c7130781f0c6b|run4,correct_to_wrong,control,4,,,completed,343,1,The candidate answer matches the reference answer exactly.,,
20260723,QE056,negative_anchor,3,prm-77fc0b169d8585bc,problem-dedb35fff0a06a5e,prm-77fc0b169d8585bc|run3|deleted,prm-77fc0b169d8585bc|run3,wrong_to_correct,target_delete,3,,,completed,259,1,The candidate answer matches the reference answer.,,
20260723,QE057,negative_anchor,2,prm-3fb0a1041b0e6522,problem-d1c9cde932510127,prm-3fb0a1041b0e6522|run3|deleted,prm-3fb0a1041b0e6522|run3,wrong_to_correct,target_delete,3,,,completed,100,1,Both the reference answer and candidate answer are 0.,,
20260723,QE058,negative_anchor,1,prm-2413c903941648a5,problem-118be303d7abffbe,prm-2413c903941648a5|placebo2|step16,,,placebo_delete,P2,2,16,completed,141,0,"The correct answer is \frac{13}{6}, but the candidate answer is \boxed{\dfrac{169}{36}}.",,
20260723,QE059,high_rated_redundant_ambiguity,1,prm-fa241fc7e4a6f419,problem-1a7c478bb9ae0d78,prm-fa241fc7e4a6f419|run3|deleted,prm-fa241fc7e4a6f419|run3,correct_to_wrong,target_delete,3,,,completed,150,0,"The reference answer is 36, but the candidate answer is 40.",,
20260723,QE060,stable_correct_harmed,2,prm-ab1c7130781f0c6b,problem-d699cb734c33a748,prm-ab1c7130781f0c6b|run1|control,prm-ab1c7130781f0c6b|run1,correct_to_wrong,control,1,,,completed,343,1,The candidate answer matches the reference answer.,,
20260723,QE061,negative_anchor,1,prm-2413c903941648a5,problem-118be303d7abffbe,prm-2413c903941648a5|run1|control,prm-2413c903941648a5|run1,wrong_to_correct,control,1,,,completed,916,0,"The candidate answer is incorrect; the correct answer is $\frac{13}{6}$, not $\boxed{\dfrac{169}{36}}$.",,
20260723,QE062,high_rated_redundant_ambiguity,1,prm-fa241fc7e4a6f419,problem-1a7c478bb9ae0d78,prm-fa241fc7e4a6f419|run2|control,prm-fa241fc7e4a6f419|run2,correct_to_wrong,control,2,,,completed,61,1,The candidate answer is correct and mathematically equivalent to the reference answer.,JA100,Correct
20260723,QE063,generic_restart,1,prm-dfdb549c682c7822,problem-44174d8b3df5f07b,prm-dfdb549c682c7822|run1|control,prm-dfdb549c682c7822|run1,wrong_to_correct,control,1,,,completed,104,0,The candidate answer is not mathematically equivalent to the reference answer.,,
20260723,QE064,high_rated_redundant_ambiguity,1,prm-fa241fc7e4a6f419,problem-1a7c478bb9ae0d78,prm-fa241fc7e4a6f419|run3|control,prm-fa241fc7e4a6f419|run3,correct_to_wrong,control,3,,,completed,67,1,The candidate answer matches the reference answer.,,
20260723,QE065,negative_anchor,2,prm-3fb0a1041b0e6522,problem-d1c9cde932510127,prm-3fb0a1041b0e6522|run3|control,prm-3fb0a1041b0e6522|run3,wrong_to_correct,control,3,,,completed,73,0,"The remainder of 2004 divided by 12 is 0, but the candidate answer is 4.",,
20260723,QE066,negative_anchor,2,prm-3fb0a1041b0e6522,problem-d1c9cde932510127,prm-3fb0a1041b0e6522|run4|deleted,prm-3fb0a1041b0e6522|run4,wrong_to_correct,target_delete,4,,,completed,100,1,The candidate answer matches the reference answer.,,
20260723,QE067,stable_correct_harmed,1,prm-0700321e0038e3d1,problem-3d1f09ed5cfd53dc,prm-0700321e0038e3d1|run1|control,prm-0700321e0038e3d1|run1,correct_to_wrong,control,1,,,completed,162,1,The candidate answer 83 is mathematically equivalent to the reference answer 83.,,
20260723,QE068,high_rated_redundant_ambiguity,1,prm-fa241fc7e4a6f419,problem-1a7c478bb9ae0d78,prm-fa241fc7e4a6f419|placebo1|step11,,,placebo_delete,P1,1,11,completed,266,1,The candidate answer matches the reference answer.,,
20260723,QE069,generic_restart,1,prm-dfdb549c682c7822,problem-44174d8b3df5f07b,prm-dfdb549c682c7822|run3|control,prm-dfdb549c682c7822|run3,wrong_to_correct,control,3,,,completed,99,0,"The candidate answer is incorrect. The correct answer is 2, not 1.",,
20260723,QE070,stable_correct_harmed,1,prm-0700321e0038e3d1,problem-3d1f09ed5cfd53dc,prm-0700321e0038e3d1|placebo1|step4,,,placebo_delete,P1,1,4,completed,120,1,The candidate answer matches the reference answer.,,
20260723,QE071,negative_anchor,3,prm-77fc0b169d8585bc,problem-dedb35fff0a06a5e,prm-77fc0b169d8585bc|run4|control,prm-77fc0b169d8585bc|run4,wrong_to_correct,control,4,,,completed,203,0,The candidate answer does not match the reference answer.,,
20260723,QE072,negative_anchor,2,prm-3fb0a1041b0e6522,problem-d1c9cde932510127,prm-3fb0a1041b0e6522|run2|deleted,prm-3fb0a1041b0e6522|run2,wrong_to_correct,target_delete,2,,,completed,100,1,The candidate answer matches the reference answer.,,
20260723,QE073,stable_correct_harmed,2,prm-ab1c7130781f0c6b,problem-d699cb734c33a748,prm-ab1c7130781f0c6b|placebo1|step8,,,placebo_delete,P1,1,8,logical_break,85,0,No candidate final answer was produced.,,
20260723,QE074,generic_restart,1,prm-dfdb549c682c7822,problem-44174d8b3df5f07b,prm-dfdb549c682c7822|run4|control,prm-dfdb549c682c7822|run4,wrong_to_correct,control,4,,,completed,104,0,"The candidate answer is incorrect. The equation $2^{2x} = 256^{\frac{1}{2}}$ simplifies to $2^{2x} = 16$, and solving for $x$ gives $x = 2$.",,
20260723,QE075,stable_correct_harmed,1,prm-0700321e0038e3d1,problem-3d1f09ed5cfd53dc,prm-0700321e0038e3d1|run3|deleted,prm-0700321e0038e3d1|run3,correct_to_wrong,target_delete,3,,,completed,106,0,The candidate answer x = -79 is not mathematically equivalent to the reference answer 83.,,
20260723,QE076,negative_anchor,2,prm-3fb0a1041b0e6522,problem-d1c9cde932510127,prm-3fb0a1041b0e6522|run4|control,prm-3fb0a1041b0e6522|run4,wrong_to_correct,control,4,,,completed,73,0,"The reference answer is 0, but the candidate answer is 4.",,
20260723,QE077,generic_restart,2,prm-2f5e5f1e6dacb0f7,problem-ded0ffd3643d0130,prm-2f5e5f1e6dacb0f7|run1|control,prm-2f5e5f1e6dacb0f7|run1,wrong_to_correct,control,1,,,completed,102,0,"The sum $1 + 2 + 3 + \dots + 10 = 55$, and $55 \mod 9 = 1$, but the candidate answer is 4.",,
20260723,QE078,negative_anchor,1,prm-2413c903941648a5,problem-118be303d7abffbe,prm-2413c903941648a5|run2|deleted,prm-2413c903941648a5|run2,wrong_to_correct,target_delete,2,,,completed,788,1,Both answers are the same.,JA122,Correct
